Allocation Code,Buy vs DAT CallOut,Carrier Id,Destination Name,Equipment Type,Hazmat,Lane,Lanes with Multiple Carriers,Loads with DAT Info,Mileage Band Lower,Mileage Band Upper,Order Type,Tier,Buy (Non DAT),Freight Charge,Freight Pay,Fuel Charge,Sell (Non DAT)
XPOCHA,Over Market,ALEMALTX,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,1250,643.44,1250,114.16,643
XPOCHA,At or Below Market,C2CWIIL,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,900,643.44,900,114.16,643
XPOCHA,At or Below Market,AQUAANCA,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,650,643.44,650,114.16,643
XPOCHA,At or Below Market,AQUAANCA,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,650,643.44,650,114.16,643
XPOCHA,At or Below Market,BATTSONJ,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,1000,643.44,1000,83.02,643
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,916.49,700,48.33,916
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,916.49,700,48.33,916
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,916.49,700,48.33,916
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,916.49,700,48.33,916
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,916.49,700,48.33,916
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,916.49,700,48.33,916
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,916.49,700,48.33,916
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,1,0.01,1,0,0
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,916.49,700,48.33,916
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,916.49,700,48.33,916
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,48.1,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,1,0,1,0,0
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,48.1,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,48.1,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,916.49,700,48.33,916
XPOGEXP,At or Below Market,GLOBDEIL,DEN5,Van - 53 Feet,0,"Las Vegas, NV -- Aurora, CO",Multi,0,750,1000,Expedited,Strategic,2400,2906.58,2400,195.78,2907
XPOGEXP,At or Below Market,GLOBDEIL,DEN5,Van - 53 Feet,0,"Las Vegas, NV -- Aurora, CO",Multi,0,750,1000,Expedited,Strategic,2400,2906.58,2400,195.78,2907
XPOGEXP,At or Below Market,GLOBDEIL,DEN5,Van - 53 Feet,0,"Las Vegas, NV -- Aurora, CO",Multi,0,750,1000,Expedited,Strategic,2400,2906.58,2400,195.78,2907
XPOGEXP,At or Below Market,GLOBDEIL,DEN5,Van - 53 Feet,0,"Las Vegas, NV -- Aurora, CO",Multi,0,750,1000,Expedited,Strategic,2400,2906.58,2400,195.78,2907
XPOGEXP,At or Below Market,GLOBDEIL,DEN5,Van - 53 Feet,0,"Las Vegas, NV -- Aurora, CO",Multi,0,750,1000,Expedited,Strategic,2400,2906.58,2400,195.78,2907
XPOGEXP,At or Below Market,GLOBDEIL,DEN5,Van - 53 Feet,0,"Las Vegas, NV -- Aurora, CO",Multi,0,750,1000,Expedited,Strategic,2400,2906.58,2400,195.78,2907
XPOGEXP,At or Below Market,JMACLAMI,DFW7,Van - 53 Feet,0,"Hazleton, PA -- Fort Worth, TX",Multi,0,1000,1500,Expedited,Strategic,2400,2241.3,2400,388.49,2241
XPOGEXP,At or Below Market,JMACLAMI,DFW7,Van - 53 Feet,0,"Hazleton, PA -- Fort Worth, TX",Multi,0,1500,2000,Expedited,Strategic,2500,2259,2500,391.56,2259
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,48.1,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,48.1,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,46.25,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,46.25,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,46.25,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,46.25,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,46.25,912
XPOGEXP,At or Below Market,JMACLAMI,DFW7,Van - 53 Feet,0,"Hazleton, PA -- Fort Worth, TX",Multi,0,1500,2000,Expedited,Strategic,2500,2259,2500,376.5,2259
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,46.25,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,0,0,0,0,0
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,48.1,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,48.1,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,48.1,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,0,0,0,0,0
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,48.1,912
XPOGEXP,At or Below Market,ANNUDEGA,FTW8,Van - 53 Feet,0,"Charlotte, NC -- Dallas, TX",Multi,0,1000,1500,Expedited,Strategic,0,0,0,0,0
XPOGEXP,At or Below Market,COLUCOMO,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2100,2132.13,2100,250.25,2132
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,0,0,0,0,0
XPOGEXP,At or Below Market,MBATCOOH,DFW7,Van - 53 Feet,0,"Hazleton, PA -- Fort Worth, TX",Multi,0,1500,2000,Expedited,Strategic,2500,2259,2500,391.56,2259
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,48.1,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,48.1,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,48.1,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,48.1,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,48.1,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,48.1,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,0,0,0,0,0
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,0,0,0,0,0
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,48.1,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,48.1,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,48.1,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,48.1,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,48.1,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,48.1,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,48.1,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,48.1,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,49.95,912
XPOGEXP,At or Below Market,GENEMAOH,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,1000,912.05,1000,48.1,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,0,0,0,0,0
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,49.95,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,0,0,0,0,0
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,700,912.05,700,49.95,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,0,0,0,0,0
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,49.95,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,49.95,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,49.95,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,49.95,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,GENEMAOH,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,1000,912.05,1000,49.95,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,0,0,0,0,0
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,0,0,0,0,0
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,0,800,0,0
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,0,0,0,0,0
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,0,0,0,0,0
XPOGEXP,At or Below Market,COLUCOMO,MSP5,Van - 53 Feet,0,"Plainfield, IN -- Shakopee, MN",Multi,0,500,750,Expedited,Strategic,1730,1729.56,1730,170.52,1730
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,0,0,0,0,0
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,0,0,0,0,0
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,0,0,0,0,0
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,0,0,0,0,0
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,800,912.05,800,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,1300,912.05,1300,51.8,912
XPOGEXP,At or Below Market,COLUCOMO,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,1625,912.05,1625,51.8,912
XPOCHA,At or Below Market,SUPESUIN,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,1050,638.25,1050,83.02,638
XPOGEXP,At or Below Market,IEWDIL,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2300,2132.13,2300,260.26,2132
XPOCHA,At or Below Market,WOODROMO,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,0,500,750,Truckload Contract,Strategic,700,643.44,700,88.21,643
XPOCHA,At or Below Market,KJINLEGA,"TRANS-TRADE, INC.",Van - 53 Feet,0,"Mcallen, TX -- Dallas, TX",Multi,1,500,750,Truckload Contract,Strategic,950,643.44,950,114.16,643
XPOVAN,Over Market,INTECHN2,DISTRIBUTION TECHNOLOGY,Reefer - 53,0,"Chicago, IL -- Charlotte, NC",Single,1,500,750,Truckload Spot,Strategic,3200,2390,3200,279.55,2390
XPOGEXP,At or Below Market,AZIMROIL,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,750,916.49,750,48.33,916
XPOGEXP,At or Below Market,5STACOOH,MSP5,Van - 53 Feet,0,"Plainfield, IN -- Shakopee, MN",Multi,0,500,750,Expedited,Strategic,1350,1012.1,1350,158.52,1012
XPOGEXP,At or Below Market,AZIMROIL,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,0,0,0,0,0
XPOGEXP,At or Below Market,AZIMROIL,DFW7,Van - 53 Feet,0,"Hazleton, PA -- Fort Worth, TX",Multi,0,1000,1500,Expedited,Strategic,0,2241.3,0,388.49,2241
XPOGEXP,At or Below Market,AZIMROIL,DFW7,Van - 53 Feet,0,"Hazleton, PA -- Fort Worth, TX",Multi,0,1500,2000,Expedited,Strategic,2500,2259,2500,391.56,2259
XPOGEXP,At or Below Market,ROADCUW2,MSP5,Van - 53 Feet,0,"Plainfield, IN -- Shakopee, MN",Multi,0,500,750,Expedited,Strategic,1770,0.01,1770,0,0
XPOGEXP,At or Below Market,AZIMROIL,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,750,912.05,750,48.1,912
XPOGEXP,At or Below Market,AZIMROIL,FTW8,Van - 53 Feet,0,"Charlotte, NC -- Dallas, TX",Multi,0,1000,1500,Expedited,Strategic,2100,2150.4,2100,266.24,2150
XPOGEXP,At or Below Market,AZIMROIL,BDL5,Van - 53 Feet,0,"Allentown, PA -- Wallingford, CT",Multi,0,150,200,Expedited,Strategic,0,0,0,0,0
XPOGEXP,At or Below Market,GREAMIM2,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2200,2132.13,2200,260.26,2132
XPOGEXP,At or Below Market,APPLGATX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,0,0.01,0,0,0
XPOGEXP,At or Below Market,BANDMUTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2200,2132.13,2200,260.26,2132
XPOGEXP,At or Below Market,BANDMUTX,FTW8,Van - 53 Feet,0,"Charlotte, NC -- Dallas, TX",Multi,0,1000,1500,Expedited,Strategic,0,0,0.01,0,0
XPOGEXP,At or Below Market,BANDMUTX,FTW8,Van - 53 Feet,0,"Charlotte, NC -- Dallas, TX",Multi,0,1000,1500,Expedited,Strategic,0,0,0,0,0
XPOGEXP,At or Below Market,BANDMUTX,FTW8,Van - 53 Feet,0,"Charlotte, NC -- Dallas, TX",Multi,0,1000,1500,Expedited,Strategic,2000,2150.4,2000,256,2150
XPOGEXP,At or Below Market,BANDMUTX,FTW8,Van - 53 Feet,0,"Charlotte, NC -- Dallas, TX",Multi,0,1000,1500,Expedited,Strategic,0,0,0,0,0
XPOGEXP,At or Below Market,STMAORFL,DFW7,Van - 53 Feet,0,"Hazleton, PA -- Fort Worth, TX",Multi,0,1000,1500,Expedited,Strategic,0,0,0,0,0
XPOGEXP,At or Below Market,BANDMUTX,FTW8,Van - 53 Feet,0,"Charlotte, NC -- Dallas, TX",Multi,0,1000,1500,Expedited,Strategic,2000,2150.4,2000,256,2150
XPOGEXP,At or Below Market,GREAMIM2,MSP5,Van - 53 Feet,0,"Plainfield, IN -- Shakopee, MN",Multi,0,500,750,Expedited,Strategic,0,0,0,0,0
XPOGEXP,At or Below Market,RELICOOH,MSP5,Van - 53 Feet,0,"Plainfield, IN -- Shakopee, MN",Multi,0,500,750,Expedited,Strategic,1700,1740.92,1700,153.25,1741
XPOGEXP,At or Below Market,MILLFRMN,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,3100,2132.13,3100,250.25,2132
XPOGEXP,At or Below Market,BANDMUTX,FTW8,Van - 53 Feet,0,"Charlotte, NC -- Dallas, TX",Multi,0,1000,1500,Expedited,Strategic,0,0,0,0,0
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2000,2132.13,2000,260.26,2132
XPOGEXP,At or Below Market,TRANFRTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,0,0.01,0,0,0
XPOGEXP,At or Below Market,JETSCHIL,DFW7,Van - 53 Feet,0,"Hazleton, PA -- Fort Worth, TX",Multi,0,1500,2000,Expedited,Strategic,3000,2259,3000,391.56,2259
XPOGEXP,At or Below Market,C2TRAUTX,JAX2,Van - 53 Feet,0,"Dallas, TX -- Jacksonville, FL",Multi,0,1000,1500,Expedited,Strategic,2100,2132.13,2100,260.26,2132
XPOGEXP,At or Below Market,C2TRAUTX,FTW8,Van - 53 Feet,0,"Charlotte, NC -- Dallas, TX",Multi,0,1000,1500,Expedited,Strategic,2000,2150.4,2000,266.24,2150
